, Substrate , ParametersType , ElectricityPrice , CO2Price , CarbonTax , Conversion , ElectrolyzerPrice , CellVoltage , CurrentDensity , FaradaicEfficiency , ElectrodeArea , I , kWh , ActualProductionRate_mass , CO2rate_fed , Cost_elec_mass , Cost_CO2_mass , Cost_electrolyzer_mass , CT_savings_mass , ProductionCost_massNOCT , ProductionCost_mass , CO2_ECons_mass , BioProduct , SubstratePathway , YieldBP_Molar , YieldBP_Mass , BioproductionCost_massNOCT , BioproductionCost_mass1 , CO2_OverallCons_mass , BioproductionCost_mass2 
 22 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 49,793 "," 248,965,264 "," 497,931 ", 37 , 157 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Butanol-PW1 , Acetaldehyde , 0 , 1 , 956 , 246 , 4 , 342 
 23 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 59,664 "," 298,321,161 "," 596,642 ", 44 , 188 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Butanol-PW2 , Acetaldehyde , 0 , 1 ," 1,146 ", 295 , 4 , 490 
 24 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 34,192 "," 170,958,099 "," 341,916 ", 25 , 108 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Butyrate , Acetaldehyde , 1 , 1 , 657 , 169 , 3 , 169 
 25 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 46,253 "," 231,266,899 "," 462,534 ", 34 , 146 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Catechol , Acetaldehyde , 0 , 1 , 888 , 228 , 4 , 286 
 26 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 36,933 "," 184,664,194 "," 369,328 ", 27 , 116 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , ciscisMuconate , Acetaldehyde , 0 , 1 , 709 , 182 , 3 , 233 
 27 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 17,588 "," 87,941,406 "," 175,883 ", 13 , 55 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Citrate , Acetaldehyde , 0 , 2 , 338 , 87 , 2 , 26 
 28 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 47,115 "," 235,573,223 "," 471,146 ", 35 , 148 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , CoumaricAcid , Acetaldehyde , 0 , 1 , 905 , 233 , 4 , 293 
 29 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 34,540 "," 172,699,696 "," 345,399 ", 26 , 109 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , EthylAcetate , Acetaldehyde , 0 , 1 , 663 , 171 , 3 , 178 
 30 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 70,603 "," 353,016,781 "," 706,034 ", 52 , 222 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Farnesene , Acetaldehyde , 0 , 0 ," 1,356 ", 349 , 5 , 509 
 31 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 37,503 "," 187,514,198 "," 375,028 ", 28 , 118 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , GammaButyrolactone , Acetaldehyde , 0 , 1 , 720 , 185 , 3 , 214 
 32 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 22,011 "," 110,055,434 "," 220,111 ", 16 , 69 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Glutamate_L , Acetaldehyde , 0 , 2 , 423 , 109 , 2 , 74 
 33 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 35,513 "," 177,564,544 "," 355,129 ", 26 , 112 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Glutarate , Acetaldehyde , 0 , 1 , 682 , 175 , 3 , 245 
 34 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 16,810 "," 84,049,292 "," 168,099 ", 12 , 53 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Glycolate , Acetaldehyde , 1 , 2 , 323 , 83 , 2 , 53 
 35 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 69,554 "," 347,771,284 "," 695,543 ", 51 , 219 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Heptane , Acetaldehyde , 0 , 0 ," 1,336 ", 343 , 5 , 520 
 36 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 70,627 "," 353,133,385 "," 706,267 ", 52 , 222 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Hexane , Acetaldehyde , 0 , 0 ," 1,356 ", 349 , 5 , 538 
 37 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 44,700 "," 223,502,181 "," 447,004 ", 33 , 141 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Isobutanol , Acetaldehyde , 0 , 1 , 858 , 221 , 3 , 322 
 38 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 37,225 "," 186,127,489 "," 372,255 ", 28 , 117 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Isobutyrate , Acetaldehyde , 0 , 1 , 715 , 184 , 3 , 214 
 39 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 70,802 "," 354,008,401 "," 708,017 ", 52 , 223 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Isoprene , Acetaldehyde , 0 , 0 ," 1,360 ", 350 , 5 , 512 
 40 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 46,647 "," 233,236,048 "," 466,472 ", 35 , 147 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Isopropanol , Acetaldehyde , 1 , 1 , 896 , 230 , 3 , 326 
 41 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 25,111 "," 125,554,913 "," 251,110 ", 19 , 79 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Itaconate , Acetaldehyde , 0 , 1 , 482 , 124 , 2 , 84 
 42 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 70,504 "," 352,520,970 "," 705,042 ", 52 , 222 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Limonene , Acetaldehyde , 0 , 0 ," 1,354 ", 348 , 5 , 507 
 43 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 35,793 "," 178,966,915 "," 357,934 ", 26 , 113 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Lysine_L , Acetaldehyde , 0 , 1 , 687 , 177 , 3 , 231 
 44 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 17,158 "," 85,787,803 "," 171,576 ", 13 , 54 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Malate_L , Acetaldehyde , 1 , 2 , 330 , 85 , 2 , 31 
 45 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 15,819 "," 79,096,895 "," 158,194 ", 12 , 50 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Malonate , Acetaldehyde , 1 , 2 , 304 , 78 , 2 , 17 
 46 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 68,796 "," 343,979,157 "," 687,958 ", 51 , 217 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Nonane , Acetaldehyde , 0 , 0 ," 1,321 ", 340 , 5 , 506 
 47 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 69,416 "," 347,080,733 "," 694,161 ", 51 , 218 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Octane , Acetaldehyde , 0 , 0 ," 1,333 ", 343 , 5 , 516 
 48 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 71,140 "," 355,701,994 "," 711,404 ", 53 , 224 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Pentane , Acetaldehyde , 0 , 0 ," 1,366 ", 351 , 5 , 548 
 49 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 56,552 "," 282,759,230 "," 565,518 ", 42 , 178 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Pentanol-PW1 , Acetaldehyde , 0 , 1 ," 1,086 ", 279 , 4 , 423 
 50 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 61,780 "," 308,898,696 "," 617,797 ", 46 , 194 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Pentanol-PW2 , Acetaldehyde , 0 , 1 ," 1,186 ", 305 , 4 , 501 
 51 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 64,021 "," 320,106,040 "," 640,212 ", 47 , 201 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Phenol , Acetaldehyde , 0 , 1 ," 1,230 ", 316 , 4 , 482 
 52 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 74,355 "," 371,777,133 "," 743,554 ", 55 , 234 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Propane-PW1 , Acetaldehyde , 0 , 0 ," 1,428 ", 367 , 5 , 605 
 53 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 93,748 "," 468,737,548 "," 937,475 ", 69 , 295 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Propane-PW2 , Acetaldehyde , 0 , 0 ," 1,800 ", 463 , 5 , 896 
 54 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 31,756 "," 158,778,514 "," 317,557 ", 23 , 100 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Shikimate , Acetaldehyde , 0 , 1 , 610 , 157 , 3 , 173 
 55 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 76,140 "," 380,698,989 "," 761,398 ", 56 , 240 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Styrene , Acetaldehyde , 0 , 0 ," 1,462 ", 376 , 5 , 566 
 56 , Acetaldehyde , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 20,782 "," 103,910,307 "," 207,821 ", 15 , 65 , 338 , 234 , 12 , 434 , 584 , 150 , 3 , Succinate , Acetaldehyde , 1 , 2 , 399 , 103 , 2 , 54 
 57 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 42,699 "," 213,497,191 "," 426,994 ", 54 , 161 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-3-Butanediol-PW1 , Acetate , 0 , 0 , 884 , 156 , 3 , 369 
 58 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 42,699 "," 213,497,191 "," 426,994 ", 54 , 161 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-3-Butanediol-PW2 , Acetate , 0 , 0 , 884 , 156 , 3 , 369 
 59 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 44,222 "," 221,109,959 "," 442,220 ", 56 , 166 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-3-Diaminopropane , Acetate , 0 , 0 , 916 , 161 , 3 , 432 
 60 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 44,087 "," 220,434,783 "," 440,870 ", 56 , 166 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-3-Propanediol , Acetate , 0 , 0 , 913 , 161 , 3 , 429 
 61 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 47,079 "," 235,394,338 "," 470,789 ", 59 , 177 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-4-Butanediol , Acetate , 0 , 0 , 975 , 172 , 3 , 441 
 62 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 60,750 "," 303,750,358 "," 607,501 ", 77 , 229 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-Propanol-PW1 , Acetate , 0 , 0 ," 1,258 ", 222 , 4 , 624 
 63 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 64,359 "," 321,792,691 "," 643,585 ", 81 , 242 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 1-Propanol-PW2 , Acetate , 0 , 0 ," 1,333 ", 235 , 4 , 684 
 64 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 43,421 "," 217,104,180 "," 434,208 ", 55 , 163 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 2-3-Butanediol , Acetate , 0 , 0 , 899 , 159 , 3 , 381 
 65 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 69,170 "," 345,848,896 "," 691,698 ", 87 , 260 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 2-Methyl-1-Butanol , Acetate , 0 , 0 ," 1,433 ", 253 , 4 , 712 
 66 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 30,165 "," 150,822,777 "," 301,646 ", 38 , 114 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 2-Pyrone-4-6-Dicarboxylate , Acetate , 0 , 1 , 625 , 110 , 2 , 208 
 67 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 71,253 "," 356,263,286 "," 712,527 ", 90 , 268 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 3-Methyl-1-Pentanol , Acetate , 0 , 0 ," 1,476 ", 260 , 4 , 731 
 68 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 71,449 "," 357,246,638 "," 714,493 ", 90 , 269 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 4-Hydroxystyrene , Acetate , 0 , 0 ," 1,480 ", 261 , 5 , 676 
 69 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 49,717 "," 248,585,247 "," 497,170 ", 63 , 187 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , 5-Aminopentanoate , Acetate , 0 , 0 ," 1,030 ", 182 , 3 , 497 
 70 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 45,020 "," 225,101,330 "," 450,203 ", 57 , 169 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Acetone , Acetate , 0 , 0 , 932 , 164 , 3 , 353 
 71 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 41,624 "," 208,120,188 "," 416,240 ", 52 , 157 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Acrylate-PW1 , Acetate , 0 , 0 , 862 , 152 , 3 , 368 
 72 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 32,659 "," 163,294,301 "," 326,589 ", 41 , 123 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Acrylate-PW2 , Acetate , 1 , 1 , 676 , 119 , 3 , 221 
 73 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 45,298 "," 226,491,073 "," 452,982 ", 57 , 170 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Adipate , Acetate , 0 , 0 , 938 , 165 , 3 , 433 
 74 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 61,112 "," 305,561,121 "," 611,122 ", 77 , 230 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Benzoate-PW1 , Acetate , 0 , 0 ," 1,266 ", 223 , 4 , 571 
 75 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 61,112 "," 305,561,121 "," 611,122 ", 77 , 230 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Benzoate-PW2 , Acetate , 0 , 0 ," 1,266 ", 223 , 4 , 571 
 76 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 78,544 "," 392,718,213 "," 785,436 ", 99 , 296 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , BenzylAlcohol , Acetate , 0 , 0 ," 1,627 ", 287 , 5 , 806 
 77 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 82,335 "," 411,676,577 "," 823,353 ", 104 , 310 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , BetaCarotene , Acetate , 0 , 0 ," 1,705 ", 301 , 5 , 795 
 78 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 88,276 "," 441,381,023 "," 882,762 ", 111 , 332 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Butane , Acetate , 0 , 0 ," 1,828 ", 322 , 5 , 935 
 79 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 56,575 "," 282,876,737 "," 565,753 ", 71 , 213 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Butanol-PW1 , Acetate , 0 , 0 ," 1,172 ", 207 , 4 , 526 
 80 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 66,912 "," 334,562,282 "," 669,125 ", 84 , 252 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Butanol-PW2 , Acetate , 0 , 0 ," 1,386 ", 244 , 4 , 695 
 81 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 38,517 "," 192,587,098 "," 385,174 ", 49 , 145 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Butyrate , Acetate , 0 , 1 , 798 , 141 , 3 , 289 
 82 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 52,123 "," 260,612,533 "," 521,225 ", 66 , 196 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , Catechol , Acetate , 0 , 0 ," 1,079 ", 190 , 4 , 449 
 83 , AceticAcid , Ideal-Best , 0 , 55 , 170 , 60 ," 1,500 ", 2 , 500 , 90 ," 41,672 "," 208,357,922 "," 416,716 ", 53 , 157 , 198 , 164 , 7 , 305 , 370 , 65 , 2 , ciscisMuconate , Acetate , 0 , 0 , 863 , 152 , 3 , 364 
