,Substrate,Formula_S,C_Sn,H_Sn,O_Sn,MW_S,N_electrons,ParametersType,CellVoltage,CurrentDensity,FaradaicEfficiency,EnergyEfficiency,ByProducts,ByP_FE,Xco2,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,PlantLife,StreamFactor,ScalingFactor,ElectrodeArea,I,Power,kWh,emol_curr,MaxProductionRate,ActualProductionRate,ActualProductionRate_mass,CO2rate_fed,CO2rate_conv,Cost_elec_h,Cost_CO2_h,Cost_electrolyzer_h,CT_savings_h,ProductionCost_hNOCT,ProductionCost_h,Cost_elec_mol,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,Formula_BP,MW_BP,Deg_RedBP,BoilP_degC,SubstratePathway,CO2_BProd_mass,YieldBP_Molar,YieldBP_Mass,Bioconversion,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,CT_OverallSavings_mass,BioproductionCost_mass2
10,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,63464.541837934135,317322709.1896707,634645418.3793414,634645.4183793414,3288.8180996230017,1183974.5158642805,1065577.0642778524,46.94054509707253,199.74242069888345,119.84545241933006,15866.135459483536,10985.83313843859,571.9587404283898,20373.72691128611,27423.927338350513,7050.200427064403,0.014889711867283955,338.0049257347256,234.03718716346404,12.184748584525073,434.03260164860603,584.2268614827146,150.1942598341086,2.5531329508741534,3-Methyl-1-Pentanol,C6H14O,102.17295999999999,6.0,153,Acetaldehyde,1.1672425998458307,0.229625,0.532588617117681,90,1218.8412150378006,313.3422412028624,4.159221952124394,707.067731861147,511.7734831766536
11,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,63639.71562783069,318198578.1391534,636397156.2783068,636397.1562783069,3297.895841525914,1187242.502949329,1068518.2526543962,47.07010962155083,200.29374646006656,120.17624787603994,15909.928906957672,11016.156055303662,573.5374515846313,20429.96213892679,27499.622413845962,7069.660274919173,0.014889711867283948,338.0049257347254,234.03718716346404,12.184748584525071,434.03260164860603,584.2268614827144,150.19425983410838,2.5531329508741534,4-Hydroxystyrene,C8H8O,120.14732,4.75,229,Acetaldehyde,0.8316366213443003,0.194734982332156,0.531122621149662,90,1222.205440615376,314.20712332974085,4.509529950924142,766.6200916571041,455.58534895827177
12,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,44282.83643423818,221414182.17119092,442828364.34238183,442828.3643423818,2294.7962712702724,826126.657657298,743513.9918915683,32.75309992744931,139.3716977800745,83.6230186680447,11070.709108559546,7665.443377904097,399.0882879797961,14215.913173567598,19135.240774443442,4919.327600875844,0.014889711867283948,338.0049257347254,234.0371871634641,12.184748584525067,434.03260164860615,584.2268614827146,150.1942598341085,2.553132950874154,5-Aminopentanoate,C5H11NO2,117.14444,4.8,247.5,Acetaldehyde,0.739313834881746,0.287031250000001,0.763286530294139,90,850.4551455308196,218.63678226114854,2.9772647725869072,506.1350113397742,344.3201341910453
13,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,44646.201408076,223231007.04038,446462014.08076,446462.01408076,2313.6263339811726,832905.480233222,749614.9322098999,33.02185708612678,140.51531904274577,84.30919142564746,11161.550352019001,7728.342547351018,402.36302638857245,14332.562542360067,19292.25592575859,4959.693383398522,0.014889711867283951,338.0049257347255,234.03718716346413,12.184748584525071,434.03260164860615,584.2268614827146,150.1942598341085,2.553132950874154,Acetone,C3H6O,58.078140000000005,5.333333333333333,56,Acetaldehyde,0.36592764917717086,0.574234234234234,0.757074320041893,90,857.4335967003817,220.43081703993434,3.3811475252960492,574.7950793003283,282.6385174000534
14,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,37074.41349844845,185372067.49224225,370744134.9844845,370744.13498448447,1921.2460787627365,691648.5883545851,622483.7295191266,27.421503856681483,116.68457509836031,70.01074505901619,9268.603374612112,6417.651630409817,334.1241303032484,11901.826660032752,16020.379135325176,4118.552475292425,0.014889711867283951,338.0049257347255,234.03718716346413,12.184748584525071,434.0326016486062,584.2268614827145,150.19425983410832,2.553132950874154,Acrylate-PW1,C3H3O2,71.05362,3.6666666666666665,80,Acetaldehyde,0.33346656415802295,0.565230769230772,0.911693251058094,90,712.0168504588966,183.04677667966317,2.778122105131585,472.28075787236946,239.7360925865271
15,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,29089.155206474905,145445776.03237453,290891552.06474906,290891.55206474906,1507.4392310292224,542678.1231705201,488410.310853468,21.51533379524237,91.5525127694826,54.93150766168956,7272.288801618727,5035.388202321543,262.1589330071639,9338.356302487226,12569.835936947433,3231.4796344602073,0.014889711867283953,338.00492573472553,234.0371871634641,12.184748584525073,434.0326016486062,584.2268614827146,150.19425983410844,2.553132950874154,Acrylate-PW2,C3H3O2,71.05362,3.6666666666666665,80,Acetaldehyde,-0.1385791282800274,0.720392156862745,1.16196198664267,90,558.6593749754414,143.62131708712027,2.5799794687995634,438.59650969592576,120.06286527951568
16,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,39836.55410568777,199182770.52843884,398365541.0568777,398365.5410568777,2064.3839280202023,743178.2140872729,668860.3926785456,29.46447749178105,125.37788060759335,75.22672836455601,9959.138526421943,6895.783433417634,359.01725041174996,12788.543821974521,17213.939210251327,4425.3953882768055,0.01488971186728395,338.0049257347255,234.03718716346404,12.184748584525073,434.032601648606,584.2268614827145,150.19425983410855,2.553132950874153,Adipate,C6H8O4,144.12292,4.0,337.5,Acetaldehyde,0.5227376448917466,0.259341176470588,0.848479325892462,90,765.0639649000587,196.68423947896912,2.820672504644076,479.5143257894929,285.54963911056586
17,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,54432.48662081928,272162433.1040964,544324866.2081928,544324.8662081928,2820.764824288609,1015475.3367438993,913927.8030695093,40.26012823814529,171.31576668537954,102.78946001122772,13608.12165520482,9422.367167695875,490.5595405625386,17474.20820190871,23521.048363463236,6046.840161554526,0.01488971186728395,338.0049257347255,234.0371871634641,12.184748584525071,434.03260164860603,584.2268614827146,150.1942598341086,2.5531329508741534,Benzoate-PW1,C7H5O2,121.1121,4.142857142857143,249.2,Acetaldehyde,0.6740805308091949,0.225860655737705,0.620961757799699,90,1045.3799272650328,268.74845162464567,3.8943399141342594,662.037785402824,383.3421418622088
18,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,54432.486620819196,272162433.104096,544324866.208192,544324.866208192,2820.764824288605,1015475.3367438978,913927.803069508,40.260128238145235,171.31576668537923,102.78946001122753,13608.121655204799,9422.367167695858,490.55954056253785,17474.20820190868,23521.048363463196,6046.840161554515,0.014889711867283946,338.00492573472536,234.037187163464,12.184748584525067,434.032601648606,584.2268614827144,150.19425983410844,2.5531329508741525,Benzoate-PW2,C7H5O2,121.1121,4.142857142857143,249.2,Acetaldehyde,0.6740805308091964,0.225860655737705,0.6209617577997,90,1045.3799272650308,268.74845162464493,3.8943399141342496,662.0377854028225,383.34214186220834
19,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,69958.60215589455,349793010.77947277,699586021.5589455,699586.0215589455,3625.349058410854,1305125.6610279074,1174613.0949251167,51.74377415049847,220.18122464371316,132.1087347862279,17489.650538973638,12109.967355404224,630.484878838271,22458.484913658744,30230.10277321613,7771.617859557387,0.014889711867283948,338.0049257347254,234.0371871634641,12.184748584525071,434.03260164860615,584.2268614827144,150.19425983410827,2.5531329508741534,BenzylAlcohol,C7H8O,108.13662,4.857142857142857,205,Acetaldehyde,1.2866816382375181,0.196821428571429,0.483149913403817,90,1343.56012325405,345.40523820255027,4.584817685594832,779.4190065511214,564.1411167029287
20,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,71531.56836244915,357657841.8122457,715315683.6244915,715315.6836244914,3706.8622873792847,1334470.4234565427,1201023.3811108884,52.90719373908539,225.13183278923603,135.0790996735416,17882.892090612288,12382.250803407982,644.6608540235143,22963.446944502073,30909.80374804378,7946.356803541708,0.014889711867283948,338.0049257347254,234.03718716346404,12.184748584525067,434.03260164860603,584.2268614827144,150.19425983410838,2.553132950874153,BetaCarotene,C40H56,536.86704,5.4,633,Acetaldehyde,0.9495389506554721,0.0387723214285714,0.472525534491374,90,1373.7690554686121,353.17141349074234,5.053976590390821,859.1760203664396,514.5930351021725
21,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,78096.32399602712,390481619.98013556,780963239.9602711,780963.2399602712,4047.05677271012,1456940.4381756433,1311246.394358079,57.76271146512745,245.7931366224219,147.47588197345314,19524.08099900678,13518.622514233206,703.8241167630417,25070.899935487036,33746.527630003024,8675.627694515988,0.014889711867283951,338.0049257347255,234.0371871634641,12.184748584525071,434.03260164860615,584.2268614827145,150.19425983410838,2.5531329508741534,Butane,C4H10,58.1212,6.5,-1,Acetaldehyde,1.5877931292719532,0.328035714285714,0.432805167310974,90,1499.8456724445784,385.58345308959923,4.96669051399263,844.337387378747,655.5082850658314
22,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,49793.05277172444,248965263.8586222,497930527.7172444,497930.5277172444,2580.343108901915,928923.5192046894,836031.1672842205,36.828644333724334,156.7140423074271,94.02842538445626,12448.26319293111,8619.27232690849,448.74777191532485,15984.832315357564,21516.283291754924,5531.45097639736,0.01488971186728395,338.0049257347255,234.03718716346404,12.184748584525073,434.032601648606,584.2268614827144,150.19425983410844,2.553132950874153,Butanol-PW1,C4H10O,74.1202,6.0,117.7,Acetaldehyde,0.568437484289807,0.403441860465118,0.67881944753278,90,956.2792574113297,245.84226561766033,3.6106036439082496,613.8026194644025,342.4766379469272
23,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,59664.23229415648,298321161.4707824,596642322.9415648,596642.3229415648,3091.88093676342,1113077.1372348312,1001769.4235113482,44.12970621986027,187.7816784372022,112.66900706232131,14916.058073539121,10327.992314046121,537.7093753979494,19153.731200594622,25781.759762983194,6628.028562388572,0.01488971186728395,338.0049257347255,234.03718716346404,12.184748584525067,434.032601648606,584.2268614827145,150.19425983410855,2.553132950874153,Butanol-PW2,C4H10O,74.1202,6.0,117.7,Acetaldehyde,1.1519687368142728,0.336694214876033,0.56651181576978,90,1145.8559894659197,294.57904721726976,3.8555426881777857,655.4422569902235,490.4137324756962
24,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,34191.61976181585,170958098.80907923,341916197.61815846,341916.1976181585,1771.8558217160821,637868.0958177896,574081.2862360106,25.28929104176004,107.6115371049402,64.56692226296411,8547.904940453962,5918.634540771711,308.14365322472827,10976.3767847039,14774.6831344504,3798.306349746501,0.014889711867283951,338.0049257347255,234.0371871634641,12.184748584525073,434.03260164860615,584.2268614827145,150.19425983410838,2.553132950874154,Butyrate,C4H7O2,87.09568,4.75,163.5,Acetaldehyde,5.165933941658945e-18,0.5,0.988560729469152,90,656.652583753351,168.81361554428878,2.869640989465072,487.8389682090623,168.81361554428872
25,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,46253.37974349082,231266898.7174541,462533797.4349082,462533.7974349082,2396.9124815804425,862888.4933689592,776599.6440320633,34.21058113498589,145.5736032738103,87.34416196428617,11563.344935872707,8006.548180059567,416.8473300602994,14848.507533928649,19986.740445992575,5138.232912063926,0.014889711867283953,338.00492573472553,234.03718716346413,12.184748584525073,434.03260164860615,584.2268614827148,150.1942598341086,2.553132950874154,Catechol,C6H6O2,110.10924,4.333333333333333,245,Acetaldehyde,0.3360881668903253,0.29236074270557,0.730768059781172,90,888.2995753774476,228.36590720284107,3.545874587077949,602.7986798032513,285.5008955741963
26,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,36932.83872468826,184664193.6234413,369328387.2468826,369328.3872468826,1913.9094831629204,689007.4139386513,620106.6725447862,27.316790313341514,116.23899576852017,69.7433974611121,9233.209681172066,6393.144767268609,332.84822210425614,11856.377568389056,15959.20267054493,4102.8251021558735,0.01488971186728395,338.0049257347255,234.037187163464,12.184748584525071,434.032601648606,584.2268614827144,150.19425983410844,2.553132950874153,ciscisMuconate,C6H4O4,140.09156000000002,3.3333333333333335,345.4,Acetaldehyde,0.29836144677517396,0.287780678851174,0.915188047835547,90,709.2978964686635,182.34778231803872,2.8013451070520303,476.2286681988451,233.06922826981832
27,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,17588.281202819002,87941406.01409501,175882812.02819002,175882.81202819,911.4484385439168,328121.4378758101,295309.2940882291,13.008894148944085,55.355727176838535,33.21343630610312,4397.0703007047505,3044.5649947261195,158.51010456758294,5646.28417203753,7600.145399998452,1953.8612279609224,0.01488971186728395,338.0049257347255,234.03718716346404,12.184748584525073,434.032601648606,584.2268614827144,150.19425983410844,2.5531329508741534,Citrate,C6H5O7,189.09640000000002,2.5,,Acetaldehyde,-0.3567056410239408,0.447692307692308,1.92176212011297,90,337.7842399999312,86.83827679826315,1.8328583657396353,311.585922175738,26.19831782419317
28,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,47114.64466742685,235573223.33713424,471146446.6742685,471146.44667426846,2441.544390806929,878955.9806904945,791060.3826214451,34.84760212074807,148.28426872238984,88.9705612334339,11778.661166856713,8155.634779731441,424.60927061487797,15124.995409683763,20358.90521720303,5233.909807519269,0.01488971186728395,338.0049257347255,234.03718716346395,12.184748584525073,434.03260164860586,584.2268614827144,150.19425983410855,2.5531329508741525,CoumaricAcid,C9H7O3,163.14818,4.111111111111111,346,Acetaldehyde,0.3573724525460499,0.193708260105448,0.71740947665134,90,904.84023187569,232.618213667523,3.596874713384346,611.4687012753388,293.3715306003512
29,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,34539.93915826931,172699695.79134658,345399391.58269316,345399.39158269315,1789.9062023275312,644366.2328379112,579929.6095541201,25.546919976971804,108.7078053109198,65.22468318655187,8634.984789567328,5978.929292100589,311.2827970283824,11088.196141713817,14925.196878696299,3837.0007369824816,0.014889711867283948,338.0049257347254,234.03718716346404,12.184748584525067,434.032601648606,584.2268614827144,150.19425983410844,2.553132950874153,EthylAcetate,C4H8O2,88.10352,5.0,77.1,Acetaldehyde,0.04371212080793746,0.489295774647887,0.978591549295774,90,663.3420834976132,170.53336608811017,2.855162687483257,485.3776568721537,177.9644266254595
30,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,70603.35610001982,353016780.5000991,706033561.0001982,706033.5610001982,3658.7610768361574,1317153.9876610166,1185438.588894915,52.22065621273747,222.21046348835188,133.32627809301113,17650.839025004956,12221.575491859354,636.2955668711232,22665.46727581189,30508.71008373543,7843.24280792354,0.01488971186728395,338.0049257347255,234.03718716346413,12.184748584525073,434.03260164860615,584.2268614827145,150.19425983410838,2.553132950874154,Farnesene,C15H24,204.34866000000002,5.6,260 (A)/272 (B),Acetaldehyde,0.943184090407863,0.103202247191011,0.478737760363534,90,1355.942670388241,348.58856924104606,4.98242826928152,847.0128057778585,508.9298646103824
31,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,37502.83958120105,187514197.90600526,375028395.8120105,375028.3958120105,1943.447695831138,699641.1704992097,629677.0534492887,27.73838243605524,118.03296366906916,70.8197782014415,9375.709895300262,6491.813001798804,337.98521612473905,12039.362294245055,16205.508113223805,4166.14581897875,0.014889711867283948,338.0049257347254,234.03718716346404,12.184748584525067,434.03260164860603,584.2268614827144,150.19425983410838,2.553132950874153,GammaButyrolactone,C4H6O2,86.08784,4.5,204,Acetaldehyde,0.17207886479754186,0.461190476190477,0.90127822188738,90,720.244805032169,185.1620363990555,2.9754668330443024,505.8293616175314,214.4154434146376
32,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Ideal-Best,2,500,90.0,30,FormicAcid/CO,10.0,0.23,0.025,55,170,60,1500,20,0.95,1,22011.08686237136,110055434.3118568,220110868.6237136,220110.8686237136,1140.644189163147,410631.90809873294,369568.71728885965,16.280152437516698,69.27565605579673,41.56539363347804,5502.77171559284,3810.16108306882,198.36956436888389,7066.116917691266,9511.302363030545,2445.185445339279,0.01488971186728395,338.0049257347255,234.037187163464,12.184748584525067,434.032601648606,584.2268614827145,150.19425983410855,2.553132950874153,Glutamate_L,C5H8NO4,146.11892,3.4,333.8,Acetaldehyde,-0.2047876014392507,0.462954545454545,1.53561215694694,90,422.7245494680242,108.6749086817457,2.05213842959383,348.8635330309511,73.86101643707309
